source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,years_and_counts,example_titles
87933477,Environment and Planning A Economy and Space,51,2,16,2017,2019,2,"{2017: 1, 2018: 14, 2019: 1}",The state’s estate: Devaluing and revaluing ‘surplus’ public land in Canada
202812398,Information Systems Research,23,1,17,2010,2012,2,"{2010: 6, 2011: 10, 2012: 1}",About Our Authors
11853582,Review of Accounting Studies,14,4,6,2007,2009,2,"{2007: 2, 2008: 3, 2009: 1}",The pricing of earnings and cash flows and an affirmation of accrual accounting
125775545,Operations Research,72,2,24,2022,2024,2,"{2022: 14, 2023: 9, 2024: 1}","Debiasing In-Sample Policy Performance for Small-Data, Large-Scale Optimization"
579031,Economic Theory,62,1-2,17,2014,2016,2,"{2014: 2, 2015: 14, 2016: 1}",Editorial to the special issue in honor of Bernard Cornet
145471836,Explorations in Economic History,43,4,7,2004,2006,2,"{2004: 1, 2005: 5, 2006: 1}",The Impact of the Civil War on Capital Intensity and Labor Productivity in Southern Manufacturing
160393188,Journal of the Japanese and International Economies,24,3,7,2008,2010,2,"{2008: 1, 2010: 6}","Top Wage Incomes in Japan, 1951-2005"
86125002,Environmental and Resource Economics,64,2,10,2014,2016,2,"{2014: 2, 2015: 6, 2016: 2}",Compelling Evidence of an Environmental Kuznets Curve in the United Kingdom | Is Democracy Good for the Environment? Quasi-Experimental Evidence from Regime Transitions
185253248,Human Resource Management Review,30,3,8,2018,2020,2,"{2018: 1, 2019: 6, 2020: 1}",Win-Win-Lose? Sustainable HRM and the promotion of unsustainable employee outcomes
116483603,Journal of Risk & Insurance,82,1,9,2013,2015,2,"{2013: 6, 2014: 1, 2015: 2}","Nonexclusivity, Linear Pricing, and Annuity Market Screening"
203071086,Review of Managerial Science,17,6,10,2021,2023,2,"{2021: 1, 2022: 7, 2023: 2}",Human-related capabilities in big data analytics: a taxonomy of human factors with impact on firm performance
174413665,Review of Income and Wealth,58,4,13,2010,2012,2,"{2010: 1, 2011: 2, 2012: 10}",Understanding Rising Income Inequality in Germany
57667410,Annals of Operations Research,245,1-2,21,2014,2016,2,"{2014: 14, 2015: 6, 2016: 1}",Multiple criteria decision making and economics: an introduction
113338421,International Journal of Business Performance Management,1,1,47,2021,2023,2,"{2021: 3, 2022: 32, 2023: 12}",The readiness of workforce for the world of work in 2030: Perceptions of University students | Cultural Distance or Cultural Similarity A study of Academic Expatriates in the UAE
116483603,Journal of Risk & Insurance,85,2,13,2016,2018,2,"{2016: 5, 2017: 3, 2018: 5}",Multivariate Almost Stochastic Dominance | ON THE ROBUSTNESS OF HIGHER ORDER RISK PREFERENCES
187626162,Entrepreneurship Theory and Practice,41,4,14,2015,2017,2,"{2015: 4, 2016: 3, 2017: 7}","Beyond Red Tape and Fools: Institutional Theory in Entrepreneurship Research, 1992-2014 | Temporal Change Patterns of Entrepreneurial Orientation: A Longitudinal Investigation of CEO Successions"
46763546,Academy of Management Review,42,2,12,2015,2017,2,"{2015: 2, 2016: 9, 2017: 1}",2016 Presidential Address: Making the Academy Full-Voice Meaningful
168273071,International Review of Economics & Finance,16,2,13,2005,2007,2,"{2005: 10, 2006: 2, 2007: 1}","Paul De Grauwe and Marianna Grimaldi, The exchange rate in a behavioral finance framework, Princeton University Press (2006)"
1014724869,Economic Research-Ekonomska Istraživanja,34,1,168,2019,2021,2,"{2019: 1, 2020: 128, 2021: 39}",Does the Pension System’s Income Statement Really Matter? A Proposal for An NDC Scheme with Disability and Minimum Pension Benefits
4210181832,Total Quality Management & Business Excellence,25,9-10,15,2012,2014,2,"{2012: 3, 2013: 6, 2014: 6}",Exploring linkage of quality management to innovation | Modelling continuous improvement maturity in the public sector: key stages and indicators
50366009,Urban Studies,54,9,12,2015,2017,2,"{2015: 3, 2016: 6, 2017: 3}",Urban crisis: ‘Limits to governance of alienation’ | Interrogating the city: Comparing locally distinct crisis discourses
199447588,Journal of Public Economics,93,9-10,10,2007,2009,2,"{2007: 1, 2009: 9}",Incorporating Affirmative Action into the Welfare State
45372229,World Economy,22,1,4,2021,2023,2,"{2021: 3, 2023: 1}","Bitcoin, tesla and gamestop bubbles as a flight to focal points"
134988049,Econometric Reviews,64,2,6,2011,2013,2,"{2011: 1, 2013: 5}",The Diamond-Rajan Bank Runs in a Production Economy
201928713,Review of Radical Political Economics,50,1,18,2016,2018,2,"{2016: 5, 2017: 11, 2018: 2}",Books Received (Current as of Spring 2018) | List of Reviewers 2017
5353659,The Journal of Finance,63,1,12,2006,2008,2,"{2006: 1, 2008: 11}",Competition for Order Flow and Smart Order Routing Systems
36547454,International Entrepreneurship and Management Journal,7,3,8,2009,2011,2,"{2009: 1, 2011: 7}",Entrepreneurship training for new ventures
157946625,Financial Management,45,1,10,2014,2016,2,"{2014: 2, 2015: 6, 2016: 2}","Corporate Philanthropy, Research Networks, and Collaborative Innovation | CEO's Religious Affiliation and Managerial Conservatism"
50366009,Urban Studies,46,9,18,2007,2009,2,"{2007: 1, 2009: 17}",Ethnic Identity and Immigrant Homeownership
15356059,Review of Political Economy,36,3,23,2022,2024,2,"{2022: 9, 2023: 7, 2024: 7}",Are Firm Markups Boosting Inflation? A Post-Keynesian Institutionalist Approach to Markup Inflation in Select Industrialized Countries | Monetary Policy and Income Distribution: The Post-Keynesian and Sraffian Perspectives
187626162,Entrepreneurship Theory and Practice,47,3,11,2021,2023,2,"{2021: 7, 2022: 3, 2023: 1}","Crises, Covid-19, and Entrepreneurship"
39841227,International Journal of Forecasting,33,2,17,2015,2017,2,"{2015: 1, 2017: 16}",Comment on “How Biased are US Government Forecasts of the Federal Debt?”
206927904,Asia Pacific Journal of Human Resources,56,3,7,2016,2018,2,"{2016: 1, 2017: 4, 2018: 2}",High‐performance work systems and firm capabilities in Korea: a fit perspective with organizational culture
14291815,Journal of Marketing Management,28,5-6,12,2010,2012,2,"{2010: 3, 2011: 7, 2012: 2}","International, rigorous, and insightful | Polyethnic market orientation and performance: A fast-moving consumer goods perspective"
46763546,Academy of Management Review,48,1,10,2021,2023,2,"{2021: 6, 2022: 3, 2023: 1}","Theorizing From Emerging Markets: Challenges, Opportunities, and Publishing Advice"
102949365,Strategic Management Journal,38,8,12,2015,2017,2,"{2015: 1, 2016: 8, 2017: 3}",Strategic planning as a complex and enabling managerial tool
136211407,Ecological Economics,70,7,21,2009,2011,2,"{2009: 1, 2010: 4, 2011: 16}","Water scarcity, social power and the production of an elite suburb"
182689569,Quantitative Finance,11,2,17,2009,2011,2,"{2009: 2, 2010: 9, 2011: 6}",Further international evidence on durable consumption growth and long-run consumption risk | Spatial linkages in international financial markets
201928713,Review of Radical Political Economics,49,2,13,2015,2017,2,"{2015: 5, 2016: 6, 2017: 2}",Book Review: A World to Build: New Paths toward Twenty-First Century Socialism | The Viability of Cooperatives: The Fall of the Mondragon Cooperative Fagor
140551370,Cornell Hospitality Quarterly,56,3,9,2013,2015,2,"{2013: 1, 2014: 6, 2015: 2}",An Analysis of Spanish Hotel Efficiency
201675752,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l Administration,35,3,12,2016,2018,2,"{2016: 1, 2017: 10, 2018: 1}",Dual boundary spanning: Toward a typology of outside‐in open innovation in the Canadian context
167074060,Tijdschrift voor Economische en Sociale Geografie,7,2,3,2014,2016,2,"{2014: 2, 2016: 1}",'Volstrekt realistische situaties in computergames? Die hebben we thuis al' (Review)
4306521912,Pakistan journal of applied economics,27,2,9,2017,2019,2,"{2017: 6, 2018: 2, 2019: 1}",An Investigation of Economic Consequences of Family Control and Audit Quality of Firms: A Case Study of Pakistan
120991925,Telecommunications Policy,46,2,11,2020,2022,2,"{2020: 3, 2021: 7, 2022: 1}",China 5G: Opportunities and Challenges
267729,International Transactions in Operational Research,24,6,16,2015,2017,2,"{2015: 7, 2016: 5, 2017: 4}",Heuristic and exact algorithms for product configuration in software product lines | A GRASP heuristic using path‐relinking and restarts for the Steiner traveling salesman problem
2765024836,Vision The Journal of Business Perspective,27,2,13,2021,2023,2,"{2021: 9, 2022: 1, 2023: 3}",A Bibliometric Review of the Knowledge Base on Capital Structure Decisions
207176912,Journal of Foodservice Business Research,7,4,8,2004,2006,2,"{2004: 1, 2006: 7}",Hospitality financial management in today's environment.
2765024836,Vision The Journal of Business Perspective,27,4,12,2021,2023,2,"{2021: 10, 2023: 2}",Case Analysis I: Mohalla Clinic: A Case on Healthcare Service Operations and Quality | Case Analysis II: Mohalla Clinic: A Case on Healthcare Service Operations and Quality
125977778,International Journal of Contemporary Hospitality Management,35,8,18,2021,2023,2,"{2021: 1, 2022: 6, 2023: 11}",Attitudes toward service robots: analyses of explicit and implicit attitudes based on anthropomorphism and construal level theory
107036887,Asia Pacific Journal of Management,37,2,11,2018,2020,2,"{2018: 3, 2019: 7, 2020: 1}","Correction to: Special Section of Familial Organizations and International Business: Individual, Organizational and Institutional Variety in and beyond Asia"
125733402,Investigación Económica,28,1,6,2002,2004,2,"{2002: 1, 2004: 5}",UNDERSTANDING SPANISH DUAL INFLATION
4306508649,Journal of Industrial and Business Economics,1,1,6,2006,2008,2,"{2006: 1, 2007: 4, 2008: 1}",Strategie e performance delle imprese internet. Un'analisi sulle imprese italiane quotate alla Borsa di Milano
166264140,Emerging Markets Finance and Trade,54,4,15,2016,2018,2,"{2016: 4, 2017: 8, 2018: 3}","A Multiple and Partial Wavelet Analysis of the Oil Price, Inflation, Exchange Rate, and Economic Growth Nexus in Saudi Arabia | Credit Risk Research: Review and Agenda"
141478581,Journal of Enterprise Information Management,37,3,12,2022,2024,2,"{2022: 2, 2023: 5, 2024: 5}",GA-BP neural network modeling for project portfolio risk prediction | Improving information alignment and coordination in humanitarian supply chain through blockchain technology
182689569,Quantitative Finance,14,3,14,2012,2014,2,"{2012: 2, 2013: 8, 2014: 4}","Multiplicative noise, fast convolution and pricing | Subprime mortgage funding and liquidity risk"
92565720,Oxford Bulletin of Economics and Statistics,77,1,8,2013,2015,2,"{2013: 7, 2015: 1}",A Comparison of Sequential and Information‐based Methods for Determining the Co‐integration Rank in Heteroskedastic VAR Models
267729,International Transactions in Operational Research,30,6,54,2021,2023,2,"{2021: 1, 2022: 22, 2023: 31}",Coordination mechanisms in a two‐stage green supply chain: analyzing the impact of transportation decisions on environment
49331332,Service Industries Journal,31,7,11,2009,2011,2,"{2009: 1, 2010: 7, 2011: 3}",Exporter performance in the German business services sector
57667410,Annals of Operations Research,266,1-2,23,2016,2018,2,"{2016: 3, 2017: 17, 2018: 3}",The effects of sector reforms on the productivity of Greek banks: a step-by-step analysis of the pre-Euro era | Are financial ratios relevant for trading credit risk? Evidence from the CDS market
121026525,Journal of Evolutionary Economics,23,3,9,2011,2013,2,"{2011: 5, 2013: 4}",Romulus-Catalin Damaceanu: Agent-based computational economics using netlogo | Evolution and market behavior in economics and finance: introduction to the special issue
2736813639,International Business & Economics Research Journal (IBER),11,7,12,2012,2014,2,"{2012: 11, 2014: 1}",Political Relations Between Arab World And USA In The Twenty-First Century
62126747,The Singapore Economic Review,67,03,11,2020,2022,2,"{2020: 8, 2021: 1, 2022: 2}",GLOBAL VALUE CHAINS (GVCS) AND ECONOMIC GROWTH: A NONLINEAR ANALYSIS
175672440,Regional Studies,58,4,17,2021,2023,2,"{2021: 1, 2022: 3, 2023: 13}",Administrative and organizational capacities of civil society in EU Cohesion Policy
57667410,Annals of Operations Research,190,1,21,2008,2010,2,"{2008: 2, 2009: 18, 2010: 1}",Embedding a state space model into a Markov decision process
66510378,Critical Perspectives on Accounting,20,1,7,2007,2009,2,"{2007: 6, 2009: 1}","1st Conference of Mediterranean Critical Studies in Accounting and Finance, International Conference on Financial Institutions, Organisations, and Technologies Should financial crises keep happening Understanding and remedying the current impasse"
4210169982,Eurasian economic review :,12,2,7,2020,2022,2,"{2020: 1, 2021: 4, 2022: 2}",Do Islamic fundamental weighted indices outperform their conventional counterparts? An empirical investigation during the crises in the MENA region
58879488,Journal of Financial Regulation and Compliance,32,2,7,2022,2024,2,"{2022: 1, 2024: 6}",Consumer adoption intention toward FinTech services in a bank-based financial system in Vietnam
14568501,Review of Social Economy,71,1,12,2011,2013,2,"{2011: 4, 2012: 5, 2013: 3}",Islam and Markets | The Increasing Role of Practical Reason in the<i>Human Development Reports</i>
57667410,Annals of Operations Research,208,1,32,2011,2013,2,"{2011: 6, 2012: 21, 2013: 5}",On the life and work of Cyrus Derman | A sequential predictor retraining algorithm and its application to market prediction
39307421,Technological Forecasting and Social Change,72,7,9,2003,2005,2,"{2003: 1, 2004: 4, 2005: 4}",Demand forecasting for multigenerational products combining discrete choice and dynamics of diffusion under technological trajectories
175672440,Regional Studies,50,4,11,2014,2016,2,"{2014: 5, 2015: 5, 2016: 1}",How Regions React to Recessions: Resilience and the Role of Economic Structure
138197279,International Journal of Trade and Global Markets,14,1,12,2019,2021,2,"{2019: 4, 2020: 3, 2021: 5}",Contribution of Industry 4.0 into formation of the pleasure economy in developing countries | Indicators of Economic Security for Monotowns of the Voronezh Region
4210201861,Applied Economic Perspectives and Policy,44,1,24,2020,2022,2,"{2020: 6, 2021: 17, 2022: 1}",U.S. agricultural university students' mental well‐being and resilience during the first wave of <scp>COVID</scp>‐19: Discordant expectations and experiences across genders
942037226,Business History,64,9,12,2020,2022,2,"{2020: 5, 2021: 6, 2022: 1}","International business, multinational enterprises and nationality of the company: a constructive review of literature"
2764896919,Environmental Economics and Policy Studies,16,4,6,2012,2014,2,"{2012: 2, 2013: 2, 2014: 2}",Preference constraint for sustainable development | Greenhouse gas emissions and the role of the Kyoto Protocol
